source_row_index,rank,model,org,reasoning,avg_score,green_rate,red_rate,score_2,score_1,score_0,nonsense_count,error_count,eval_id,eval_row_id,eval_model_label,eval_variant_label,score_numeric,green_rate_numeric,red_rate_numeric,score_label,llm_chess_player,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,has_numeric_score,made_accepted_mapping,joined_llm_chess_metric_row,made_metric_sample_pre_dedupe,survived_metric_dedupe,joined_llm_chess_row_with_non_null_elo,survived_elo_dedupe,metric_dedupe_kept_eval_row_id,elo_dedupe_kept_eval_row_id,has_llm_chess_match,has_llm_chess_elo,metric_drop_stage,metric_drop_side,metric_drop_reason,elo_drop_stage,elo_drop_side,elo_drop_reason,first_failed_stage,first_failed_side,first_failed_reason,provider_or_family_inferred
111,112,openai/gpt-4o-2024-08-06@reasoning=default,openai,default,0.4933,0.12,0.61,12,27,61,100,0,bullshit_bench,bullshit_bench:0111:openai_gpt_4o_2024_08_06_reasoning_default,openai/gpt-4o-2024-08-06@reasoning=default,openai/gpt-4o-2024-08-06@reasoning=default,0.4933,0.12,0.61,BullshitBench avg_score,gpt-4o-2024-08-06,alias,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-4o-2024-08-06 is the same model as elo gpt-4o-2024-08-06.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
112,113,google/gemini-3.5-flash@reasoning=minimal,google,minimal,0.4867,0.19,0.69,19,12,69,100,0,bullshit_bench,bullshit_bench:0112:google_gemini_3_5_flash_reasoning_minimal,google/gemini-3.5-flash@reasoning=minimal,google/gemini-3.5-flash@reasoning=minimal,0.4867,0.19,0.69,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,google,bullshit_bench_v2_2026_05,reasoning=minimal,reasoning_or_configured,minimal,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench google/gemini-3.5-flash reasoning=minimal.,No gemini-3.5-flash in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",google
113,114,deepseek/deepseek-v4-pro@reasoning=none,deepseek,none,0.4867,0.14,0.66,14,20,66,100,0,bullshit_bench,bullshit_bench:0113:deepseek_deepseek_v4_pro_reasoning_none,deepseek/deepseek-v4-pro@reasoning=none,deepseek/deepseek-v4-pro@reasoning=none,0.4867,0.14,0.66,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,deepseek,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench deepseek/deepseek-v4-pro reasoning=none.,No DeepSeek V4 family in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",deepseek
114,115,google/gemini-2.0-flash-001@reasoning=default,google,default,0.48,0.15,0.66,15,19,66,100,0,bullshit_bench,bullshit_bench:0114:google_gemini_2_0_flash_001_reasoning_default,google/gemini-2.0-flash-001@reasoning=default,google/gemini-2.0-flash-001@reasoning=default,0.48,0.15,0.66,BullshitBench avg_score,gemini-2.0-flash-001,alias,reviewed_2026_05,high,google,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-2.0-flash-001 is the same model as elo gemini-2.0-flash-001.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,google
115,116,deepseek/deepseek-v3.2@reasoning=high,deepseek,high,0.46,0.13,0.64,13,23,64,100,0,bullshit_bench,bullshit_bench:0115:deepseek_deepseek_v3_2_reasoning_high,deepseek/deepseek-v3.2@reasoning=high,deepseek/deepseek-v3.2@reasoning=high,0.46,0.13,0.64,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,deepseek,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench deepseek/deepseek-v3.2 reasoning=high.,high is a reasoning run; no reasoning V3.2 in elo (only deepseek-V3.2_non-reasoning).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",deepseek
116,117,tencent/hy3-preview:free@reasoning=xhigh,tencent,xhigh,0.4567,0.08,0.58,8,34,58,100,0,bullshit_bench,bullshit_bench:0116:tencent_hy3_preview_free_reasoning_xhigh,tencent/hy3-preview:free@reasoning=xhigh,tencent/hy3-preview:free@reasoning=xhigh,0.4567,0.08,0.58,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,tencent,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench tencent/hy3-preview:free reasoning=xhigh.,No Tencent Hunyuan models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",tencent
117,118,minimax/minimax-m2.5@reasoning=low,minimax,low,0.4433,0.09,0.62,9,29,62,100,0,bullshit_bench,bullshit_bench:0117:minimax_minimax_m2_5_reasoning_low,minimax/minimax-m2.5@reasoning=low,minimax/minimax-m2.5@reasoning=low,0.4433,0.09,0.62,BullshitBench avg_score,minimax.minimax-m2.5,variant-compatible,reviewed_2026_05,medium,minimax,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,not_reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench minimax/minimax-m2.5 reasoning=low maps to elo minimax.minimax-m2.5 with a reasoning-config caveat.,minimax.minimax-m2.5 has null elo (metric-only) and is logged non-reasoning; effort rows collapsed.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,minimax
118,119,openai/gpt-4.1@reasoning=default,openai,default,0.4333,0.14,0.67,14,19,67,100,0,bullshit_bench,bullshit_bench:0118:openai_gpt_4_1_reasoning_default,openai/gpt-4.1@reasoning=default,openai/gpt-4.1@reasoning=default,0.4333,0.14,0.67,BullshitBench avg_score,gpt-4.1,alias,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-4.1 is the same model as elo gpt-4.1.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
119,120,stepfun/step-3.5-flash@reasoning=minimal,stepfun,minimal,0.4267,0.13,0.68,13,19,68,100,0,bullshit_bench,bullshit_bench:0119:stepfun_step_3_5_flash_reasoning_minimal,stepfun/step-3.5-flash@reasoning=minimal,stepfun/step-3.5-flash@reasoning=minimal,0.4267,0.13,0.68,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,stepfun,bullshit_bench_v2_2026_05,reasoning=minimal,reasoning_or_configured,minimal,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench stepfun/step-3.5-flash reasoning=minimal.,No stepfun models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",stepfun
120,121,arcee-ai/trinity-large-thinking@reasoning=xhigh,arcee-ai,xhigh,0.4233,0.13,0.7,13,17,70,100,0,bullshit_bench,bullshit_bench:0120:arcee_ai_trinity_large_thinking_reasoning_xhigh,arcee-ai/trinity-large-thinking@reasoning=xhigh,arcee-ai/trinity-large-thinking@reasoning=xhigh,0.4233,0.13,0.7,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,arcee-ai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench arcee-ai/trinity-large-thinking reasoning=xhigh.,No Arcee models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",arcee-ai
121,122,openai/gpt-5.4-nano@reasoning=xhigh,openai,xhigh,0.4167,0.1,0.7,10,20,70,100,0,bullshit_bench,bullshit_bench:0121:openai_gpt_5_4_nano_reasoning_xhigh,openai/gpt-5.4-nano@reasoning=xhigh,openai/gpt-5.4-nano@reasoning=xhigh,0.4167,0.1,0.7,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.4-nano reasoning=xhigh.,elo gpt-5.4-nano has only -high; none and xhigh rows have no tier.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",openai
122,123,google/gemma-4-26b-a4b-it@reasoning=none,google,none,0.4067,0.11,0.71,11,18,71,100,0,bullshit_bench,bullshit_bench:0122:google_gemma_4_26b_a4b_it_reasoning_none,google/gemma-4-26b-a4b-it@reasoning=none,google/gemma-4-26b-a4b-it@reasoning=none,0.4067,0.11,0.71,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,google,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench google/gemma-4-26b-a4b-it reasoning=none.,No Gemma 4 family in elo (only Gemma 2/3).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",google
123,124,google/gemini-3-flash-preview@reasoning=high,google,high,0.4067,0.1,0.71,10,19,71,100,0,bullshit_bench,bullshit_bench:0123:google_gemini_3_flash_preview_reasoning_high,google/gemini-3-flash-preview@reasoning=high,google/gemini-3-flash-preview@reasoning=high,0.4067,0.1,0.71,BullshitBench avg_score,gemini-3-flash-preview,variant-compatible,reviewed_2026_05,medium,google,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-3-flash-preview reasoning=high maps to elo gemini-3-flash-preview with a reasoning-config caveat.,none is a non-reasoning run with no counterpart; the high reasoning row carries the match.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,google
124,125,bytedance-seed/seed-1.6@reasoning=high,bytedance-seed,high,0.4067,0.07,0.61,7,32,61,100,0,bullshit_bench,bullshit_bench:0124:bytedance_seed_seed_1_6_reasoning_high,bytedance-seed/seed-1.6@reasoning=high,bytedance-seed/seed-1.6@reasoning=high,0.4067,0.07,0.61,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,bytedance-seed,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench bytedance-seed/seed-1.6 reasoning=high.,No ByteDance Seed models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",bytedance-seed
125,126,google/gemini-3.1-flash-lite-preview@reasoning=default,google,default,0.4033,0.11,0.74,11,15,74,100,0,bullshit_bench,bullshit_bench:0125:google_gemini_3_1_flash_lite_preview_reasoning_default,google/gemini-3.1-flash-lite-preview@reasoning=default,google/gemini-3.1-flash-lite-preview@reasoning=default,0.4033,0.11,0.74,BullshitBench avg_score,gemini-3.1-flash-lite-preview,alias,reviewed_2026_05,high,google,bullshit_bench_v2_2026_05,reasoning=default,unknown,,reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-3.1-flash-lite-preview is the same model as elo gemini-3.1-flash-lite-preview.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,google
126,127,deepseek/deepseek-v4-flash@reasoning=xhigh,deepseek,xhigh,0.4,0.14,0.71,14,15,71,100,0,bullshit_bench,bullshit_bench:0126:deepseek_deepseek_v4_flash_reasoning_xhigh,deepseek/deepseek-v4-flash@reasoning=xhigh,deepseek/deepseek-v4-flash@reasoning=xhigh,0.4,0.14,0.71,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,deepseek,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench deepseek/deepseek-v4-flash reasoning=xhigh.,No DeepSeek V4 family in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",deepseek
127,128,xiaomi/mimo-v2-flash@reasoning=high,xiaomi,high,0.3967,0.13,0.72,13,15,72,100,0,bullshit_bench,bullshit_bench:0127:xiaomi_mimo_v2_flash_reasoning_high,xiaomi/mimo-v2-flash@reasoning=high,xiaomi/mimo-v2-flash@reasoning=high,0.3967,0.13,0.72,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,xiaomi,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench xiaomi/mimo-v2-flash reasoning=high.,No Xiaomi MiMo models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",xiaomi
128,129,bytedance-seed/seed-1.6@reasoning=none,bytedance-seed,none,0.3967,0.11,0.69,11,20,69,100,0,bullshit_bench,bullshit_bench:0128:bytedance_seed_seed_1_6_reasoning_none,bytedance-seed/seed-1.6@reasoning=none,bytedance-seed/seed-1.6@reasoning=none,0.3967,0.11,0.69,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,bytedance-seed,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench bytedance-seed/seed-1.6 reasoning=none.,No ByteDance Seed models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",bytedance-seed
129,130,openai/gpt-oss-120b@reasoning=low,openai,low,0.3967,0.11,0.67,11,22,67,100,0,bullshit_bench,bullshit_bench:0129:openai_gpt_oss_120b_reasoning_low,openai/gpt-oss-120b@reasoning=low,openai/gpt-oss-120b@reasoning=low,0.3967,0.11,0.67,BullshitBench avg_score,gpt-oss-120b-low,accepted,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,reasoning,low,effort_to_effort,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench reasoning=low matches the elo gpt-oss-120b-low effort tier exactly.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
130,131,deepseek/deepseek-v3.2@reasoning=none,deepseek,none,0.3967,0.1,0.69,10,21,69,100,0,bullshit_bench,bullshit_bench:0130:deepseek_deepseek_v3_2_reasoning_none,deepseek/deepseek-v3.2@reasoning=none,deepseek/deepseek-v3.2@reasoning=none,0.3967,0.1,0.69,BullshitBench avg_score,deepseek-V3.2_non-reasoning,variant-compatible,reviewed_2026_05,medium,deepseek,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,not_reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench deepseek/deepseek-v3.2 reasoning=none maps to elo deepseek-V3.2_non-reasoning with a reasoning-config caveat.,high is a reasoning run; no reasoning V3.2 in elo (only deepseek-V3.2_non-reasoning).,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,deepseek
131,132,minimax/minimax-m2.7@reasoning=low,minimax,low,0.3967,0.07,0.65,7,28,65,100,0,bullshit_bench,bullshit_bench:0131:minimax_minimax_m2_7_reasoning_low,minimax/minimax-m2.7@reasoning=low,minimax/minimax-m2.7@reasoning=low,0.3967,0.07,0.65,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,minimax,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench minimax/minimax-m2.7 reasoning=low.,No minimax m2.7 in elo (only m2/m2.1/m2.5).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",minimax
132,133,minimax/minimax-m2.5@reasoning=high,minimax,high,0.3933,0.08,0.66,8,26,66,100,0,bullshit_bench,bullshit_bench:0132:minimax_minimax_m2_5_reasoning_high,minimax/minimax-m2.5@reasoning=high,minimax/minimax-m2.5@reasoning=high,0.3933,0.08,0.66,BullshitBench avg_score,minimax.minimax-m2.5,variant-compatible,reviewed_2026_05,medium,minimax,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,not_reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench minimax/minimax-m2.5 reasoning=high maps to elo minimax.minimax-m2.5 with a reasoning-config caveat.,minimax.minimax-m2.5 has null elo (metric-only) and is logged non-reasoning; effort rows collapsed.,cross_ref_bullshit_bench_2026_05,True,True,True,True,False,False,False,bullshit_bench:0117:minimax_minimax_m2_5_reasoning_low,,True,False,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0117:minimax_minimax_m2_5_reasoning_low.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0117:minimax_minimax_m2_5_reasoning_low.,minimax
133,134,baidu/ernie-4.5-vl-424b-a47b@reasoning=xhigh,baidu,xhigh,0.3567,0.11,0.73,11,16,73,100,0,bullshit_bench,bullshit_bench:0133:baidu_ernie_4_5_vl_424b_a47b_reasoning_xhigh,baidu/ernie-4.5-vl-424b-a47b@reasoning=xhigh,baidu/ernie-4.5-vl-424b-a47b@reasoning=xhigh,0.3567,0.11,0.73,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,baidu,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench baidu/ernie-4.5-vl-424b-a47b reasoning=xhigh.,No Baidu ERNIE models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",baidu
134,135,anthropic/claude-3-haiku@reasoning=default,anthropic,default,0.3433,0.1,0.75,10,15,75,100,0,bullshit_bench,bullshit_bench:0134:anthropic_claude_3_haiku_reasoning_default,anthropic/claude-3-haiku@reasoning=default,anthropic/claude-3-haiku@reasoning=default,0.3433,0.1,0.75,BullshitBench avg_score,claude-3-haiku,alias,reviewed_2026_05,high,anthropic,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench anthropic/claude-3-haiku is the same model as elo claude-3-haiku.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,anthropic
135,136,deepseek/deepseek-r1@reasoning=none,deepseek,none,0.3433,0.07,0.73,7,20,73,100,0,bullshit_bench,bullshit_bench:0135:deepseek_deepseek_r1_reasoning_none,deepseek/deepseek-r1@reasoning=none,deepseek/deepseek-r1@reasoning=none,0.3433,0.07,0.73,BullshitBench avg_score,deepseek-r1,variant-compatible,reviewed_2026_05,medium,deepseek,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench deepseek/deepseek-r1 reasoning=none maps to elo deepseek-r1 with a reasoning-config caveat.,Mapped to the original deepseek-r1; the effort rows collapse to it (not the 0528 refresh).,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,deepseek
136,137,google/gemini-3-flash-preview@reasoning=none,google,none,0.3367,0.1,0.74,10,16,74,100,0,bullshit_bench,bullshit_bench:0136:google_gemini_3_flash_preview_reasoning_none,google/gemini-3-flash-preview@reasoning=none,google/gemini-3-flash-preview@reasoning=none,0.3367,0.1,0.74,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,google,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench google/gemini-3-flash-preview reasoning=none.,none is a non-reasoning run with no counterpart; the high reasoning row carries the match.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",google
137,138,z-ai/glm-4.5@reasoning=xhigh,z-ai,xhigh,0.3367,0.08,0.72,8,20,72,100,0,bullshit_bench,bullshit_bench:0137:z_ai_glm_4_5_reasoning_xhigh,z-ai/glm-4.5@reasoning=xhigh,z-ai/glm-4.5@reasoning=xhigh,0.3367,0.08,0.72,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,z-ai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench z-ai/glm-4.5 reasoning=xhigh.,No glm-4.5 in elo (only zai.glm-5).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",z-ai
138,139,nvidia/nemotron-3-nano-30b-a3b:free@reasoning=xhigh,nvidia,xhigh,0.33,0.1,0.78,10,12,78,100,0,bullshit_bench,bullshit_bench:0138:nvidia_nemotron_3_nano_30b_a3b_free_reasoning_xhigh,nvidia/nemotron-3-nano-30b-a3b:free@reasoning=xhigh,nvidia/nemotron-3-nano-30b-a3b:free@reasoning=xhigh,0.33,0.1,0.78,BullshitBench avg_score,,ambiguous,reviewed_2026_05,low,nvidia,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench nvidia/nemotron-3-nano-30b-a3b:free identity/config against elo is genuinely uncertain; held out of analysis.,Hosted full-precision Nemotron-3-Nano vs the local q3_k_l quant in elo; quantization gap held ambiguous.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",nvidia
