source_row_index,Model,Score,90% CI,llm_chess_model,eci_ci_low,eci_ci_high,eci_ci90_half_width,eval_id,eval_row_id,eval_model_label,eval_variant_label,score_numeric,score_label,source_llm_chess_model,llm_chess_player,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,source_llm_chess_model_mapping,has_numeric_score,made_accepted_mapping,joined_llm_chess_metric_row,made_metric_sample_pre_dedupe,survived_metric_dedupe,joined_llm_chess_row_with_non_null_elo,survived_elo_dedupe,metric_dedupe_kept_eval_row_id,elo_dedupe_kept_eval_row_id,has_llm_chess_match,has_llm_chess_elo,metric_drop_stage,metric_drop_side,metric_drop_reason,elo_drop_stage,elo_drop_side,elo_drop_reason,first_failed_stage,first_failed_side,first_failed_reason
155,Qwen2.5-Coder-14B,116,(107 - 122),,107.0,122.0,7.5,eci,eci:0155,Qwen2.5-Coder-14B,Qwen2.5-Coder-14B,116,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,Qwen2,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",No Qwen2.5-Coder entries in LLM Chess; the existing Epoch Qwen2.5-Coder rows are unmatched for the same reason.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
156,Llama 3.1-8B,115,(104 - 122),llama3.1-8b,104.0,122.0,9.0,eci,eci:0156,Llama 3.1-8B,Llama 3.1-8B,115,ECI,llama3.1-8b,llama3.1-8b,accepted,qa_passed,seed-medium,Llama 3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,llama3.1-8b,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
157,PaLM 2-L,115,(105 - 128),,105.0,128.0,11.5,eci,eci:0157,PaLM 2-L,PaLM 2-L,115,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,PaLM,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.","LLM Chess has chat-bison-32k@002, a chat-tuned PaLM 2 endpoint whose published parameter tier Google never disclosed, so the L/M/S size axis cannot be resolved.",cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
158,GPT-3.5 Turbo (Jan 2024),114,(105 - 118),gpt-35-turbo-0125,105.0,118.0,6.5,eci,eci:0158,GPT-3.5 Turbo (Jan 2024),GPT-3.5 Turbo (Jan 2024),114,ECI,gpt-35-turbo-0125,gpt-35-turbo-0125,accepted,qa_passed,seed-medium,GPT-3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-35-turbo-0125,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
159,Llama 2-70B,114,(106 - 118),,106.0,118.0,6.0,eci,eci:0159,Llama 2-70B,Llama 2-70B,114,ECI,,,unmatched,qa_passed,low,Llama,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
160,GPT-3.5 Turbo (Jun 2023),113,(105 - 118),gpt-35-turbo-0613,105.0,118.0,6.5,eci,eci:0160,GPT-3.5 Turbo (Jun 2023),GPT-3.5 Turbo (Jun 2023),113,ECI,gpt-35-turbo-0613,gpt-35-turbo-0613,accepted,qa_passed,seed-medium,GPT-3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-35-turbo-0613,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
161,Qwen2.5-Coder (7B),113,(102 - 119),,102.0,119.0,8.5,eci,eci:0161,Qwen2.5-Coder (7B),Qwen2.5-Coder (7B),113,ECI,,,unmatched,qa_passed,low,Qwen2,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
162,Qwen-14B,113,(104 - 118),,104.0,118.0,7.0,eci,eci:0162,Qwen-14B,Qwen-14B,113,ECI,,,unmatched,qa_passed,low,Qwen,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
163,Mistral 7B v0.1,112,(103 - 116),,103.0,116.0,6.5,eci,eci:0163,Mistral 7B v0.1,Mistral 7B v0.1,112,ECI,,,unmatched,qa_passed,low,Mistral 7B v0,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
164,Falcon-180B,112,(103 - 120),,103.0,120.0,8.5,eci,eci:0164,Falcon-180B,Falcon-180B,112,ECI,,,unmatched,qa_passed,low,Falcon,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
165,internlm-20b,112,(103 - 117),,103.0,117.0,7.0,eci,eci:0165,internlm-20b,internlm-20b,112,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,internlm,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",LLM Chess has internlm3-8b-instruct (InternLM3); a different generation and size.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
166,Gemma 7B,112,(103 - 116),,103.0,116.0,6.5,eci,eci:0166,Gemma 7B,Gemma 7B,112,ECI,,,unmatched,qa_passed,low,Gemma,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
167,LLaMA-65B,110,(101 - 115),,101.0,115.0,7.0,eci,eci:0167,LLaMA-65B,LLaMA-65B,110,ECI,,,unmatched,qa_passed,low,LLaMA,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
168,Falcon 2 11B,109,(101 - 115),,101.0,115.0,7.0,eci,eci:0168,Falcon 2 11B,Falcon 2 11B,109,ECI,,,unmatched,qa_passed,low,Falcon,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
169,DeepSeek-Coder-V2-Lite-Base,109,(100 - 114),,100.0,114.0,7.0,eci,eci:0169,DeepSeek-Coder-V2-Lite-Base,DeepSeek-Coder-V2-Lite-Base,109,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,DeepSeek,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",No DeepSeek Coder entries in LLM Chess; the existing Epoch DeepSeek Coder rows are unmatched for the same reason.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
170,PaLM 2-M,108,(99 - 118),,99.0,118.0,9.5,eci,eci:0170,PaLM 2-M,PaLM 2-M,108,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,PaLM,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.","LLM Chess has chat-bison-32k@002, a chat-tuned PaLM 2 endpoint whose published parameter tier Google never disclosed, so the L/M/S size axis cannot be resolved.",cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
171,Phi-2,108,(87 - 114),,87.0,114.0,13.5,eci,eci:0171,Phi-2,Phi-2,108,ECI,,,unmatched,qa_passed,low,Phi,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
172,Qwen2.5-Coder-3B,107,(95 - 115),,95.0,115.0,10.0,eci,eci:0172,Qwen2.5-Coder-3B,Qwen2.5-Coder-3B,107,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,Qwen2,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",No Qwen2.5-Coder entries in LLM Chess; the existing Epoch Qwen2.5-Coder rows are unmatched for the same reason.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
173,Nemotron-4 15B,107,(98 - 113),,98.0,113.0,7.5,eci,eci:0173,Nemotron-4 15B,Nemotron-4 15B,107,ECI,,,unmatched,qa_passed,low,Nemotron,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
174,Yi-9B,107,(97 - 115),,97.0,115.0,9.0,eci,eci:0174,Yi-9B,Yi-9B,107,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,Yi,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",No Yi entries in LLM Chess; the existing Epoch Yi-34B and Yi 6B rows are unmatched for the same reason.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
175,LLaMA-33B,107,(98 - 112),,98.0,112.0,7.0,eci,eci:0175,LLaMA-33B,LLaMA-33B,107,ECI,,,unmatched,qa_passed,low,LLaMA,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
176,Qwen-7B,107,(96 - 112),,96.0,112.0,8.0,eci,eci:0176,Qwen-7B,Qwen-7B,107,ECI,,,unmatched,qa_passed,low,Qwen,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
177,PaLM 2-S,106,(97 - 115),,97.0,115.0,9.0,eci,eci:0177,PaLM 2-S,PaLM 2-S,106,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,PaLM,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.","LLM Chess has chat-bison-32k@002, a chat-tuned PaLM 2 endpoint whose published parameter tier Google never disclosed, so the L/M/S size axis cannot be resolved.",cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
178,Llama 2-13B,106,(96 - 111),,96.0,111.0,7.5,eci,eci:0178,Llama 2-13B,Llama 2-13B,106,ECI,,,unmatched,qa_passed,low,Llama,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
179,Llama 2-34B,105,(95 - 111),,95.0,111.0,8.0,eci,eci:0179,Llama 2-34B,Llama 2-34B,105,ECI,,,unmatched,qa_passed,low,Llama,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
180,StarCoder 2 15B,105,(94 - 112),,94.0,112.0,9.0,eci,eci:0180,StarCoder 2 15B,StarCoder 2 15B,105,ECI,,,unmatched,qa_passed,low,StarCoder,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
181,Yi 6B,104,(94 - 110),,94.0,110.0,8.0,eci,eci:0181,Yi 6B,Yi 6B,104,ECI,,,unmatched,qa_passed,low,Yi,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
182,Falcon-40B,104,(95 - 110),,95.0,110.0,7.5,eci,eci:0182,Falcon-40B,Falcon-40B,104,ECI,,,unmatched,qa_passed,low,Falcon,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
183,Baichuan2-13B,103,(91 - 110),,91.0,110.0,9.5,eci,eci:0183,Baichuan2-13B,Baichuan2-13B,103,ECI,,,unmatched,qa_passed,low,Baichuan2,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
184,Qwen2.5-Coder (1.5B),103,(88 - 111),,88.0,111.0,11.5,eci,eci:0184,Qwen2.5-Coder (1.5B),Qwen2.5-Coder (1.5B),103,ECI,,,unmatched,qa_passed,low,Qwen2,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
185,internlm-7b,103,(90 - 110),,90.0,110.0,10.0,eci,eci:0185,internlm-7b,internlm-7b,103,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,internlm,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",LLM Chess has internlm3-8b-instruct (InternLM3); a different generation and size.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
186,INTELLECT-1,101,(90 - 107),,90.0,107.0,8.5,eci,eci:0186,INTELLECT-1,INTELLECT-1,101,ECI,,,unmatched,qa_passed,low,INTELLECT,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
187,MPT-30B,100,(91 - 107),,91.0,107.0,8.0,eci,eci:0187,MPT-30B,MPT-30B,100,ECI,,,unmatched,qa_passed,low,MPT,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
188,LLaMA-13B,100,(90 - 107),,90.0,107.0,8.5,eci,eci:0188,LLaMA-13B,LLaMA-13B,100,ECI,,,unmatched,qa_passed,low,LLaMA,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
189,Llama 2-7B,99,(87 - 106),llama-2-7b-chat,87.0,106.0,9.5,eci,eci:0189,Llama 2-7B,Llama 2-7B,99,ECI,llama-2-7b-chat,llama-2-7b-chat,accepted,qa_passed,seed-medium,Llama,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,llama-2-7b-chat,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
190,chatglm2-6b,99,(80 - 107),,80.0,107.0,13.5,eci,eci:0190,chatglm2-6b,chatglm2-6b,99,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,chatglm2,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.",No ChatGLM entries in LLM Chess.,cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
